ind_code,region,pop_code,fam,fam2,index,X1C,CV_Solanum,CV_Sample,batch,ht,stemwid,numcap,numfls,dff,bench,BIOMASS,SLA
DF13-1C,VT,DF,DF13,DF.13,NA,NA,NA,NA,NA,66.2,4.53,15,12,51,C,10.1,2.783934413
DF13-2A,VT,DF,DF13,DF.13,NA,NA,NA,NA,NA,65.2,6.18,13,6,52,A,8.6,2.104136475
DF13-2B,VT,DF,DF13,DF.13,1.456,1.89,3.25,3.03,3,70.2,6.18,29,9,54,B,13.5,2.234021443
DF13-3A,VT,DF,DF13,DF.13,NA,NA,NA,NA,NA,65.7,5.42,21,12,49,A,11.3,2.445347795
DF13-3B,VT,DF,DF13,DF.13,NA,NA,NA,NA,NA,58.4,7.39,12,2,58,B,10.4,2.872313283
DF16-1A,VT,DF,DF16,DF.16,NA,NA,NA,NA,NA,79,7.23,10,5,53,A,8.1,4.021238597
DF16-1B,VT,DF,DF16,DF.16,1.449,1.88,3.24,2.3,4,38,4.5,10,8,45,B,4.5,4.112630383
DF16-1C,VT,DF,DF16,DF.16,NA,NA,NA,NA,NA,54,4.12,8,8,48,C,6,3.067046387
DF16-2A,VT,DF,DF16,DF.16,1.479,1.92,3.74,3.31,1,45,7.9,13,5,47,A,5.9,4.468042885
DF16-2B,VT,DF,DF16,DF.16,1.486,1.92,3.34,2.62,4,53.3,5.35,11,10,46,B,9.6,2.918640917
DF16-3A,VT,DF,DF16,DF.16,1.484,1.92,2.81,3.48,1,52,5.19,11,7,53,A,9.9,4.021238597
DF19-1A,VT,DF,DF19,DF.19,NA,NA,NA,NA,NA,76.6,5.36,6,0,66,A,4.4,3.414259186
DF19-1C,VT,DF,DF19,DF.19,NA,NA,NA,NA,NA,42.5,3.86,7,0,NA,C,3.2,4.021238597
DF19-2A,VT,DF,DF19,DF.19,1.464,1.9,4.44,3.69,1,97.1,8.32,8,0,68,A,10.4,4.021238597
DF19-2B,VT,DF,DF19,DF.19,1.459,1.89,2.86,2.62,4,44,5.39,1,0,NA,B,1.9,5.654866776
DF19-2C,VT,DF,DF19,DF.19,1.445,1.87,2.92,2.4,4,59.5,4.1,30,12,52,C,9.4,4.021238597
DF19-3A,VT,DF,DF19,DF.19,NA,NA,NA,NA,NA,60.5,4.8,10,0,72,A,5.1,3.479918016
DF22-1A,VT,DF,DF22,DF.22,NA,NA,NA,NA,NA,68.1,9.44,30,9,53,A,15.1,3.067046387
DF22-1B,VT,DF,DF22,DF.22,1.451,1.88,3.56,2.96,4,71.7,4.74,17,12,63,B,21.5,3.015928947
DF22-1C,VT,DF,DF22,DF.22,1.473,1.91,3.26,3.35,3,59.2,4.57,16,9,48,C,9.7,2.700831893
DF22-2A,VT,DF,DF22,DF.22,NA,NA,NA,NA,NA,47.3,8.16,24,9,47,A,8.3,3.479918016
DF22-2B,VT,DF,DF22,DF.22,1.452,1.88,3.69,3.12,4,66.5,4.53,22,19,49,B,17.5,3.17466205
DF22-2C,VT,DF,DF22,DF.22,NA,NA,NA,NA,NA,50.4,5.9,23,9,47,C,11.5,3.290104306
DF30-1A,VT,DF,DF30,DF.30,1.461,1.89,3.5,3.27,3,71.7,13.22,34,14,51,A,15,3.290104306
DF30-1C,VT,DF,DF30,DF.30,NA,NA,NA,NA,NA,79.8,5.3,21,4,52,C,15,2.700831893
DF30-2A,VT,DF,DF30,DF.30,1.465,1.9,3.04,2.56,1,71.8,4.96,16,9,47,A,11.1,4.021238597
DF30-2C,VT,DF,DF30,DF.30,1.468,1.9,3.19,3.04,4,75.3,4.45,16,2,63,C,11,4.021238597
DF30-3C,VT,DF,DF30,DF.30,1.457,1.89,3.12,2.65,4,57.5,3.39,19,11,47,C,9.5,3.692974221
FC11-1B,VT,FC,FC11,FC.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,B,1.2,3.351032164
FC11-1C,VT,FC,FC11,FC.11,NA,NA,NA,NA,NA,25.3,2.8,8,0,43,C,3.2,3.231352444
FC11-2A,VT,FC,FC11,FC.11,1.447,1.87,3.35,2.53,1,58.1,4.48,8,5,52,A,5.6,4.112630383
FC11-2B,VT,FC,FC11,FC.11,1.419,1.84,4.31,3.25,4,46,4.63,12,6,42,B,4.9,4.021238597
FC11-2C,VT,FC,FC11,FC.11,1.464,1.9,3.72,2.78,4,33.9,3.3,9,5,43,C,1.4,3.231352444
FC11-3A,VT,FC,FC11,FC.11,NA,NA,NA,NA,NA,54.4,6.91,24,11,45,A,13.8,2.206777279
FC13-1A,VT,FC,FC13,FC.13,NA,NA,NA,NA,NA,64.6,8.64,21,10,51,A,8.8,3.548151703
FC13-1B,VT,FC,FC13,FC.13,1.45,1.88,3.4,2.35,4,56.8,4.45,18,0,46,B,10,2.206777279
FC13-1C,VT,FC,FC13,FC.13,NA,NA,NA,NA,NA,64.6,4.44,21,5,52,C,14,3.619114737
FC13-2A,VT,FC,FC13,FC.13,NA,NA,NA,NA,NA,60.2,5.3,14,9,47,A,7.6,3.17466205
FC13-2B,VT,FC,FC13,FC.13,1.457,1.89,3.45,2.81,4,NA,NA,NA,NA,NA,B,NA,NA
FC13-3A,VT,FC,FC13,FC.13,1.476,1.91,2.78,2.3,1,78.3,9.67,9,0,66,A,10.3,4.021238597
FC18-1A,VT,FC,FC18,FC.18,NA,NA,NA,NA,NA,74,6,8,5,54,A,7.2,3.692974221
FC18-1B,VT,FC,FC18,FC.18,NA,NA,NA,NA,NA,57.5,5.4,16,14,48,B,17.2,2.319945344
FC18-1C,VT,FC,FC18,FC.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,11.1,3.290104306
FC18-2B,VT,FC,FC18,FC.18,NA,NA,NA,NA,NA,56,3.96,27,18,43,B,12.2,2.445347795
FC18-3A,VT,FC,FC18,FC.18,1.49,1.93,2.88,3.09,1,NA,NA,NA,NA,NA,A,11.1,3.17466205
FC18-3B,VT,FC,FC18,FC.18,1.465,1.9,3.18,2.94,3,48.7,3.87,6,1,54,B,10.9,3.933820366
FC19-1A,VT,FC,FC19,FC.19,NA,NA,NA,NA,NA,75.7,4.9,10,9,52,A,5.7,3.619114737
FC19-1B,VT,FC,FC19,FC.19,1.448,1.88,3.36,2.83,4,63.2,5,14,9,50,B,8.3,3.548151703
FC19-1C,VT,FC,FC19,FC.19,1.452,1.88,2.38,2.27,3,47.9,4.73,23,21,46,C,13.6,2.741753589
FC19-2A,VT,FC,FC19,FC.19,NA,NA,NA,NA,NA,56,4.24,14,12,45,A,7.2,3.548151703
FC19-2B,VT,FC,FC19,FC.19,NA,NA,NA,NA,NA,74.3,5.77,7,5,52,B,6.6,2.290578947
FC19-2C,VT,FC,FC19,FC.19,1.457,1.89,4.08,3.09,3,69.5,4.48,17,12,46,C,10.8,2.412743158
FC2-1B,VT,FC,FC2,FC.2,1.453,1.88,3.34,2.42,2,63.4,4.8,12,6,42,B,11.5,2.585081955
FC2-1C,VT,FC,FC2,FC.2,NA,NA,NA,NA,NA,49,5.94,10,9,46,C,5.3,3.548151703
FC2-2A,VT,FC,FC2,FC.2,1.492,1.93,3.52,2.7,4,45.5,3.22,20,19,45,A,8.8,2.918640917
FC2-2B,VT,FC,FC2,FC.2,1.534440785,1.99,3.35,3.05,2,69.5,4.9,24,18,46,B,13.6,3.290104306
FC2-2C,VT,FC,FC2,FC.2,1.457,1.89,3.32,2.51,4,44.5,3.92,14,8,41,C,5.2,4.232882733
FC2-3A,VT,FC,FC2,FC.2,NA,NA,NA,NA,NA,46.8,3.59,8,5,39,A,3.9,5.654866776
FC21-1B,VT,FC,FC21,FC.21,1.431,1.85,3.68,2.88,4,60,5.1,7,6,53,B,5.2,3.351032164
FC21-1C,VT,FC,FC21,FC.21,1.456,1.89,3.08,2.74,3,52.4,4.54,8,6,49,C,7.6,3.479918016
FC21-2A,VT,FC,FC21,FC.21,NA,NA,NA,NA,NA,36.2,4.96,11,8,48,A,5.6,3.17466205
FC21-2B,VT,FC,FC21,FC.21,1.467,1.9,2.56,2.3,2,63,4.28,23,16,46,B,13.3,3.769911184
FC21-2C,VT,FC,FC21,FC.21,1.481,1.92,3.36,2.81,3,63.2,6.54,1,0,68,C,9,3.479918016
FC21-3A,VT,FC,FC21,FC.21,NA,NA,NA,NA,NA,55,5.43,13,11,47,A,10,2.966487489
FC24-1A,VT,FC,FC24,FC.24,1.464,1.9,2.98,2.55,1,82.4,5.93,15,9,49,A,11,3.290104306
FC24-1B,VT,FC,FC24,FC.24,NA,NA,NA,NA,NA,69.1,5.12,9,4,53,B,12.9,3.119926497
FC24-1C,VT,FC,FC24,FC.24,1.472,1.91,3.43,3.41,3,67.2,5.6,12,7,48,C,9.7,2.234021443
FC24-2B,VT,FC,FC24,FC.24,1.458,1.89,3,2.16,4,75.2,4.4,22,13,50,B,15,4.112630383
FC24-2C,VT,FC,FC24,FC.24,NA,NA,NA,NA,NA,72,6.37,13,6,52,C,13.1,2.741753589
FC24-3A,VT,FC,FC24,FC.24,NA,NA,NA,NA,NA,68,4.45,12,7,47,A,6.3,3.769911184
FC25-1A,VT,FC,FC25,FC.25,1.449,1.88,2.84,2.19,1,42.1,3.8,21,14,45,A,8.3,2.966487489
FC25-1B,VT,FC,FC25,FC.25,NA,NA,NA,NA,NA,56.6,4.88,19,15,43,B,12.7,3.067046387
FC25-1C,VT,FC,FC25,FC.25,NA,NA,NA,NA,NA,58.9,4.2,8,8,49,C,6.2,3.479918016
FC25-2B,VT,FC,FC25,FC.25,1.45,1.88,2.94,2.53,2,50.6,5.7,36,17,43,B,18.8,2.47884571
FC25-2C,VT,FC,FC25,FC.25,NA,NA,NA,NA,NA,55,5.26,19,11,49,C,10.1,3.17466205
FC25-3A,VT,FC,FC25,FC.25,1.483,1.92,2.81,2.42,1,80,4.53,8,6,54,A,8.8,2.966487489
FC5-1A,VT,FC,FC5,FC.5,NA,NA,NA,NA,NA,55.4,5.12,15,6,48,A,8.4,3.351032164
FC5-1C,VT,FC,FC5,FC.5,NA,NA,NA,NA,NA,45.8,3.41,14,4,50,C,6.8,4.413554557
FC5-2B,VT,FC,FC5,FC.5,1.476,1.91,3.87,3.24,4,73.8,4.42,37,17,49,B,NA,4.021238597
FC5-2C,VT,FC,FC5,FC.5,1.473,1.91,3.19,3.16,3,65.3,6.26,21,12,47,C,9.8,2.54867235
FC5-3A,VT,FC,FC5,FC.5,NA,NA,NA,NA,NA,41.2,4.5,21,12,45,A,8.8,2.206777279
FC5-3B,VT,FC,FC5,FC.5,1.463,1.89,2.9,3.58,4,61.9,3.39,10,6,56,B,14.9,2.827433388
FC8-1A,VT,FC,FC8,FC.8,NA,NA,NA,NA,NA,58,3.77,18,5,52,A,4.4,4.308469925
FC8-1B,VT,FC,FC8,FC.8,1.448,1.88,3.4,2.52,2,56,6.99,23,16,51,B,10.9,3.496729214
FC8-2A,VT,FC,FC8,FC.8,1.461,1.89,2.74,2.52,1,108.5,6.92,13,0,68,A,7.1,3.933820366
FC8-2B,VT,FC,FC8,FC.8,NA,NA,NA,NA,NA,48.3,3.83,28,23,49,B,13.5,2.622546911
FC8-2C,VT,FC,FC8,FC.8,NA,NA,NA,NA,NA,45.9,4.13,9,7,51,C,4.2,2.700831893
FC8-3A,VT,FC,FC8,FC.8,NA,NA,NA,NA,NA,52.7,4.05,18,9,52,A,5.5,3.619114737
FL1-1B,NY,FL,FL1,FL.1,1.466,1.9,2.93,2.33,4,105,5.5,33,2,63,B,17.3,2.872313283
FL1-1C,NY,FL,FL1,FL.1,NA,NA,NA,NA,NA,102.6,5.62,22,0,61,C,12.1,3.850122061
FL1-2A,NY,FL,FL1,FL.1,1.465,1.9,2.89,2.62,1,97,7.61,1,0,NA,A,10,4.20827295
FL1-2B,NY,FL,FL1,FL.1,NA,NA,NA,NA,NA,76.5,5.1,2,0,NA,B,4.5,5.322227554
FL1-2C,NY,FL,FL1,FL.1,1.519,1.97,3.16,3.63,3,91.2,6.24,7,0,NA,C,6.8,3.351032164
FL1-3A,NY,FL,FL1,FL.1,NA,NA,NA,NA,NA,97.6,4.79,2,0,NA,A,6.3,3.692974221
FL10-1A,NY,FL,FL10,FL.10,NA,NA,NA,NA,NA,80.5,2,3,0,73,A,6.4,3.548151703
FL10-1B,NY,FL,FL10,FL.10,1.477,1.91,2.65,2.53,2,82.5,4.1,11,1,62,B,7.8,3.479918016
FL10-1C,NY,FL,FL10,FL.10,NA,NA,NA,NA,NA,79.1,3.98,8,0,63,C,5.6,3.015928947
FL10-2A,NY,FL,FL10,FL.10,NA,NA,NA,NA,NA,86,5.42,18,3,54,A,10.5,3.619114737
FL10-2B,NY,FL,FL10,FL.10,1.459,1.89,3.03,2.61,4,125.4,4.5,14,0,NA,B,18.5,4.761993075
FL10-2C,NY,FL,FL10,FL.10,1.462,1.89,3.12,2.42,4,90.6,6.8,26,0,NA,C,13.9,3.850122061
FL2-1B,NY,FL,FL2,FL.2,1.451,1.88,2.92,2.68,2,4.6,5.9,8,0,65,B,6.2,4.308469925
FL2-1C,NY,FL,FL2,FL.2,NA,NA,NA,NA,NA,89.5,4.6,12,0,63,C,8.8,4.112630383
FL2-2A,NY,FL,FL2,FL.2,NA,NA,NA,NA,NA,85.3,4.89,5,0,68,A,4.7,3.351032164
FL2-2B,NY,FL,FL2,FL.2,1.49,1.93,3.35,4.67,2,98.7,6.3,24,0,NA,B,15.9,2.622546911
FL2-2C,NY,FL,FL2,FL.2,NA,NA,NA,NA,NA,89.7,5.07,19,0,57,C,13.1,2.741753589
FL2-3A,NY,FL,FL2,FL.2,1.477,1.91,2.74,2.35,1,89.6,7.14,10,0,68,A,8.3,4.112630383
FL3-1B,NY,FL,FL3,FL.3,NA,NA,NA,NA,NA,106.3,4.85,20,0,62,B,10.6,4.413554557
FL3-1C,NY,FL,FL3,FL.3,NA,NA,NA,NA,NA,66.5,4.54,11,0,63,C,6.9,3.933820366
FL3-2A,NY,FL,FL3,FL.3,1.472,1.91,2.86,2.54,1,106.1,9.16,7,0,61,A,7.7,3.479918016
FL3-2B,NY,FL,FL3,FL.3,1.458,1.89,2.62,2.41,2,99.8,5.39,16,2,53,B,13.6,2.918640917
FL3-2C,NY,FL,FL3,FL.3,NA,NA,NA,NA,NA,109.4,5.68,13,0,58,C,11.5,3.414259186
FL3-3A,NY,FL,FL3,FL.3,1.456,1.89,2.91,2.23,1,88.1,12.11,9,0,65,A,8.5,3.015928947
FL4-1B,NY,FL,FL4,FL.4,1.456,1.89,3.74,3.6,2,69.8,4.1,12,1,54,B,7.9,3.548151703
FL4-1C,NY,FL,FL4,FL.4,NA,NA,NA,NA,NA,68.1,4.15,11,1,60,C,10.7,2.741753589
FL4-2A,NY,FL,FL4,FL.4,NA,NA,NA,NA,NA,93.4,4.08,0,0,59,A,10.7,3.479918016
FL4-2B,NY,FL,FL4,FL.4,1.464,1.9,2.68,2.33,2,85,5.68,26,5,51,B,16.5,2.54867235
FL4-2C,NY,FL,FL4,FL.4,1.478,1.91,2.98,2.39,3,73,5.4,10,1,55,C,6.2,3.479918016
FL4-3A,NY,FL,FL4,FL.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,2.1,4.112630383
FL5-1A,NY,FL,FL5,FL.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,4.7,3.351032164
FL5-1C,NY,FL,FL5,FL.5,1.444,1.87,2.64,2.22,3,71.5,5.04,11,0,62,C,12.6,2.700831893
FL5-2A,NY,FL,FL5,FL.5,NA,NA,NA,NA,NA,89.2,5.6,11,0,66,A,7.3,3.619114737
FL5-2B,NY,FL,FL5,FL.5,1.483,1.92,3.17,2.91,2,99.9,8.6,26,1,58,B,16.6,2.783934413
FL5-2C,NY,FL,FL5,FL.5,NA,NA,NA,NA,NA,84.2,7,16,0,71,C,9.7,3.619114737
FL5-3A,NY,FL,FL5,FL.5,1.478,1.91,3.21,3.23,1,58.3,9.63,1,0,NA,A,7.2,2.290578947
FL6-1A,NY,FL,FL6,FL.6,NA,NA,NA,NA,NA,83,4.7,10,0,65,A,6.7,4.20827295
FL6-1B,NY,FL,FL6,FL.6,1.451,1.88,2.73,2.32,2,84.6,7.1,14,0,60,B,11.4,NA
FL6-2A,NY,FL,FL6,FL.6,NA,NA,NA,NA,NA,74.4,3.59,7,0,68,A,NA,4.413554557
FL6-2B,NY,FL,FL6,FL.6,1.457,1.89,3.01,2.71,4,124.3,5.24,25,1,70,B,18.3,3.231352444
FL6-2C,NY,FL,FL6,FL.6,1.474,1.91,3.02,2.48,4,83.2,5.43,13,1,47,C,4.2,4.112630383
FL6-3A,NY,FL,FL6,FL.6,NA,NA,NA,NA,NA,63,4.44,6,0,66,A,3.5,4.308469925
FL7-1A,NY,FL,FL7,FL.7,NA,NA,NA,NA,NA,60,5.5,6,0,66,A,4.8,4.639890688
FL7-1B,NY,FL,FL7,FL.7,1.454,1.88,3.71,2.9,4,86.5,5.01,7,0,64,B,10.7,3.692974221
FL7-1C,NY,FL,FL7,FL.7,1.453,1.88,3.67,2.72,3,81.1,7.6,9,0,NA,C,11.3,3.231352444
FL7-2A,NY,FL,FL7,FL.7,NA,NA,NA,NA,NA,92.3,5.68,2,0,NA,A,10.1,4.021238597
FL7-2B,NY,FL,FL7,FL.7,1.448,1.88,2.99,2.85,3,87.1,5.41,19,0,60,B,17.6,3.290104306
FL7-2C,NY,FL,FL7,FL.7,1.474,1.91,3.15,2.35,3,83.2,4.2,24,0,60,C,14,2.783934413
FL8-1B,NY,FL,FL8,FL.8,1.48,1.92,2.8,2.53,2,NA,NA,NA,NA,NA,B,4.1,3.619114737
FL8-1C,NY,FL,FL8,FL.8,NA,NA,NA,NA,NA,70.8,4.3,29,1,56,C,13.2,2.54867235
FL8-2A,NY,FL,FL8,FL.8,NA,NA,NA,NA,NA,65,3.58,8,1,57,A,12.9,2.54867235
FL8-2B,NY,FL,FL8,FL.8,1.467,1.9,3.68,2.98,4,81.3,4.03,18,0,NA,B,11.3,4.523893421
FL8-2C,NY,FL,FL8,FL.8,NA,NA,NA,NA,NA,95.3,4.95,12,0,NA,C,11.7,3.414259186
FL8-3A,NY,FL,FL8,FL.8,NA,NA,NA,NA,NA,104.7,5.22,24,0,65,A,15.6,2.412743158
FL9-1A,NY,FL,FL9,FL.9,NA,NA,NA,NA,NA,58.3,4.7,35,4,49,A,10.1,3.290104306
FL9-1C,NY,FL,FL9,FL.9,NA,NA,NA,NA,NA,76.7,5.3,20,2,56,C,7.7,4.523893421
FL9-2A,NY,FL,FL9,FL.9,NA,NA,NA,NA,NA,100.3,8.94,22,0,68,A,10.2,4.89069559
FL9-2B,NY,FL,FL9,FL.9,1.452,1.88,3.5,2.1,4,71.2,5,24,15,51,B,14.9,2.872313283
FL9-2C,VT,FL,FL9,FL.9,1.438,1.86,3.05,2.47,4,83.5,4.7,15,2,56,C,8.4,3.933820366
FL9-3A,NY,FL,FL9,FL.9,1.466,1.9,3.38,2.67,1,79.2,4.43,9,0,61,A,5.3,4.639890688
FP1-1B,NY,FP,FP1,FP.1,1.461,1.89,3.37,2.81,2,98,5.22,18,0,60,B,15.4,4.413554557
FP1-1C,NY,FP,FP1,FP.1,NA,NA,NA,NA,NA,116,6.96,23,0,68,C,22.2,1.827835726
FP1-2A,NY,FP,FP1,FP.1,1.484,1.92,2.88,2.41,1,82.6,5.4,15,0,65,A,8.1,3.619114737
FP1-2B,NY,FP,FP1,FP.1,1.467,1.9,2.71,2.44,2,96.1,5.53,16,0,63,B,13.8,4.468042885
FP1-2C,NY,FP,FP1,FP.1,NA,NA,NA,NA,NA,119.1,9.24,11,0,68,C,13.2,5.322227554
FP1-3A,NY,FP,FP1,FP.1,NA,NA,NA,NA,NA,107.7,5.5,17,0,NA,A,12.4,4.639890688
FP1-3B,NY,FP,FP1,FP.1,NA,NA,NA,NA,NA,102.6,6.71,28,0,62,B,15.2,3.619114737
FP1-3C,NY,FP,FP1,FP.1,NA,NA,NA,NA,NA,91.9,4.63,11,0,NA,C,12.4,4.523893421
FP1-4B,NY,FP,FP1,FP.1,1.469,1.9,2.65,2.3,2,93.3,5.6,11,0,65,B,8,3.067046387
FP10-1A,NY,FP,FP10,FP.10,1.491,1.93,2.6,2.05,1,90,5.74,16,0,58,A,8.4,3.933820366
FP10-1B,NY,FP,FP10,FP.10,1.461,1.89,2.63,2.29,2,90.8,4.24,17,1,56,B,10.1,3.619114737
FP10-1C,NY,FP,FP10,FP.10,NA,NA,NA,NA,NA,88.4,4.75,3,0,68,C,11.2,2.918640917
FP10-2B,NY,FP,FP10,FP.10,NA,NA,NA,NA,NA,105.4,4.77,14,0,65,B,10.7,3.619114737
FP10-3A,NY,FP,FP10,FP.10,NA,NA,NA,NA,NA,98.3,7.82,16,0,60,A,7.7,3.231352444
FP10-3B,NY,FP,FP10,FP.10,1.466,1.9,2.95,2.04,2,NA,NA,NA,NA,NA,B,7.6,3.933820366
FP14-1A,NY,FP,FP14,FP.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,2.1,5.322227554
FP14-1B,NY,FP,FP14,FP.14,NA,NA,NA,NA,NA,94.1,4.5,13,0,62,B,11.4,3.231352444
FP14-1C,NY,FP,FP14,FP.14,1.449,1.88,4,3.09,4,98.4,5.38,32,1,60,C,15.5,3.290104306
FP14-2B,NY,FP,FP14,FP.14,NA,NA,NA,NA,NA,114.5,7.6,14,0,70,B,13.7,4.20827295
FP14-2C,NY,FP,FP14,FP.14,1.459,1.89,2.37,2.08,4,110.6,6.94,44,0,65,C,16.1,5.026548246
FP2-1B,NY,FP,FP2,FP.2,1.459,1.89,3.21,3.08,4,NA,NA,NA,NA,NA,B,NA,3.548151703
FP2-1C,NY,FP,FP2,FP.2,1.454,1.88,3.04,2.62,3,84.5,4.12,16,0,61,C,15.4,3.231352444
FP2-2A,NY,FP,FP2,FP.2,NA,NA,NA,NA,NA,89.5,6.79,4,0,68,A,6.2,4.20827295
FP2-2B,NY,FP,FP2,FP.2,1.455,1.88,3.03,2.55,2,NA,NA,NA,NA,NA,B,NA,NA
FP2-2C,NY,FP,FP2,FP.2,NA,NA,NA,NA,NA,98.2,6.35,6,0,NA,C,13.6,3.414259186
FP2-3A,NY,FP,FP2,FP.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,4.3,5.483507177
FP3-1A,NY,FP,FP3,FP.3,NA,NA,NA,NA,NA,113.3,5.62,14,0,NA,A,9.6,3.769911184
FP3-1B,NY,FP,FP3,FP.3,1.448,1.88,3.89,2.86,4,113.8,7.5,46,5,62,B,25.2,3.290104306
FP3-1C,NY,FP,FP3,FP.3,NA,NA,NA,NA,NA,96.3,5.64,23,0,62,C,13.8,NA
FP3-2A,NY,FP,FP3,FP.3,1.503,1.95,3.38,3.01,1,103.4,5.72,9,0,65,A,11.1,NA
FP3-2B,NY,FP,FP3,FP.3,1.462,1.89,3.23,2.67,4,97.6,5.65,30,12,53,B,18.8,3.619114737
FP3-2C,NY,FP,FP3,FP.3,NA,NA,NA,NA,NA,78,4.65,6,1,NA,C,5.5,4.639890688
FP5-1A,NY,FP,FP5,FP.5,NA,NA,NA,NA,NA,119.9,6.7,26,0,66,A,16.2,3.548151703
FP5-1B,NY,FP,FP5,FP.5,1.487,1.93,3.22,2.78,2,120.3,6.03,39,0,62,B,21.9,4.308469925
FP5-1C,NY,FP,FP5,FP.5,1.465,1.9,2.63,2.48,3,100,5.98,12,0,68,C,11.6,4.413554557
FP5-2A,NY,FP,FP5,FP.5,1.513,1.96,3.14,3.34,1,88.5,5.69,21,0,60,A,8.7,5.026548246
FP5-2B,NY,FP,FP5,FP.5,NA,NA,NA,NA,NA,105.1,6.81,15,0,NA,B,16.4,3.153912625
FP5-2C,NY,FP,FP5,FP.5,1.506,1.95,2.74,2.4,3,73.1,4.41,19,0,60,C,9.2,4.20827295
FP6-1A,NY,FP,FP6,FP.6,1.465,1.9,3,2.34,3,98.7,5.04,15,0,63,A,10.2,3.17466205
FP6-1B,NY,FP,FP6,FP.6,NA,NA,NA,NA,NA,94.3,7.6,39,0,62,B,21.8,2.206777279
FP6-1C,NY,FP,FP6,FP.6,1.474,1.91,2.24,3.72,3,109.8,5.8,11,0,63,C,NA,4.021238597
FP6-2B,NY,FP,FP6,FP.6,1.447,1.87,3.46,2.58,2,93.4,4.45,10,1,57,B,6.9,3.850122061
FP6-2C,NY,FP,FP6,FP.6,1.466,1.9,3.5,2.71,3,91,6,26,2,54,C,10.5,3.17466205
FP7-1A,NY,FP,FP7,FP.7,NA,NA,NA,NA,NA,73.1,4.3,7,0,62,A,6.3,4.308469925
FP7-1B,NY,FP,FP7,FP.7,1.44,1.86,3.04,2.66,2,98.4,6.86,0,0,NA,B,16,3.119926497
FP7-1C,NY,FP,FP7,FP.7,1.454,1.88,2.98,2.65,3,79.5,4.6,13,1,55,C,11.5,2.966487489
FP7-2A,NY,FP,FP7,FP.7,NA,NA,NA,NA,NA,95.6,7.61,21,8,52,A,14.9,2.585081955
